time_s,rpm,current_A,torque_Nm,back_emf_V,omega_rad_s,voltage_V,load_Nm,reference_rpm,measured_rpm,error_rpm,raw_voltage_V,integrator_V,derivative_rpm_s,aw_error_V,voltage_command_sat_V,duty_cycle,voltage_avg_V,pwm_error_V,shaft_angle_rad,encoder_count,encoder_delta_count,encoder_rpm,encoder_rpm_error,true_rpm,feedback_rpm,encoder_A,encoder_B,quadrature_state,previous_quadrature_state,decoded_encoder_count,encoder_direction,invalid_transition_count,ideal_count_edge,encoder_edge_angle_rad,ideal_encoder_count_phase5a,count_difference_vs_phase5a
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,0,0,0,0,0,12,0,2000,0,2000,12.4071134124988,0,0,-0.407113412498752,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.051,10.5249946901705,3.7849574349967,0.189247871749835,0.0551087433295185,1.10217486659037,12,0,2000,0,2000,12.5686171475426,0.161503735043874,0,-0.568617147542627,12,1,12,0,0.000396030808243269,0,0,0,-10.5249946901705,10.5249946901705,0,0,0,0,0,0,0,0,0,0.000396030808243269,0,0
0.052,32.3847038429413,5.14751048781617,0.257375524390809,0.169565912802776,3.39131825605551,12,0,2000,14.6484375,1985.3515625,12.6360183951964,0.31977739538687,2441.40625,-0.636018395196423,12,1,12,0,0.00258714815084476,1,1,14.6484375,-17.7362663429413,32.3847038429413,14.6484375,0,1,1,1,1,0,0,1,0.00258714815084476,1,0
0.053,58.2237952920624,5.60819167287654,0.280409583643827,0.304859079256099,6.09718158512198,12,0,2000,43.9453125,1956.0546875,12.6099566807698,0.475460506338603,6917.31770833333,-0.609956680769757,12,1,12,0,0.00731278358813015,4,3,43.9453125,-14.2784827920624,58.2237952920624,43.9453125,0,0,0,0,4,0,0,4,0.00731278358813015,4,0
0.054,85.3051912461233,5.73349906151064,0.286674953075532,0.446656936886489,8.93313873772977,12,0,2000,73.2421875,1926.7578125,12.5819311517552,0.629179802702495,10647.2439236111,-0.581931151755249,12,1,12,0,0.0148230912233261,9,5,73.2421875,-12.0630037461233,85.3051912461233,73.2421875,0,1,1,1,9,0,0,9,0.0148230912233261,9,0
0.055,112.61239825632,5.73448494342024,0.286724247171012,0.589637138441973,11.7927427688395,12,0,2000,102.5390625,1897.4609375,12.5519810844447,0.780974560770302,13755.5157696759,-0.551981084444655,12,1,12,0,0.025186278477808,16,7,102.5390625,-10.0733357563203,112.61239825632,102.5390625,0,0,0,0,16,0,0,16,0.025186278477808,16,0
0.056,139.769918989373,5.68977281104599,0.2844886405523,0.731833584483091,14.6366716896618,12,0,2000,131.8359375,1868.1640625,12.5201449696039,0.930883271307946,16345.7423080633,-0.520144969603901,12,1,12,0,0.038403104060382,25,9,131.8359375,-7.93398148937288,139.769918989373,131.8359375,0,1,1,1,25,0,0,25,0.038403104060382,25,0
0.057,166.641029185611,5.62864709702009,0.281432354851004,0.872530388460265,17.4506077692053,12,0,2000,146.484375,1853.515625,12.5773329408728,1.07894365526603,16062.8581733861,-0.577332940872784,12,1,12,0,0.0544495320210855,35,10,146.484375,-20.1566541856114,166.641029185611,146.484375,1,0,2,2,35,0,0,35,0.0544495320210855,35,0
0.058,193.177921470706,5.56201002828562,0.278100501414281,1.01147723154686,20.2295446309372,12,0,2000,175.78125,1824.21875,12.5412622155889,1.22461775536055,18268.5276444884,-0.541262215588905,12,1,12,0,0.0732926188829649,47,12,175.78125,-17.396671470706,193.177921470706,175.78125,1,0,2,2,47,0,0,47,0.0732926188829649,47,0
0.059,219.36587381882,5.49391526148862,0.274695763074431,1.14859702939585,22.971940587917,12,0,2000,205.078125,1794.921875,12.5034278559343,1.36852822108437,20106.5855370737,-0.503427855934326,12,1,12,0,0.0948964282473127,61,14,205.078125,-14.2877488188199,219.36587381882,205.078125,0,1,1,1,61,0,0,61,0.0948964282473127,61,0
0.06,245.202448899169,5.42586498355885,0.271293249177943,1.28387702017309,25.6775404034619,12,0,2000,234.375,1765.625,12.4638651345965,1.51071032512491,21638.3004475614,-0.463865134596467,12,1,12,0,0.11922422998213,77,16,234.375,-10.827448899169,245.202448899169,234.375,0,1,1,1,77,0,0,77,0.11922422998213,77,0
0.061,270.689744918275,5.35841088676414,0.267920544338207,1.41732819006225,28.3465638012449,12,0,2000,263.671875,1736.328125,12.422608618809,1.65119863471583,22914.7295396345,-0.422608618808988,12,1,12,0,0.146239315212819,95,18,263.671875,-7.0178699182751,270.689744918275,263.671875,1,0,2,2,95,0,0,95,0.146239315212819,95,0
0.062,295.83150906786,5.29175064465649,0.264587532232825,1.54897015931329,30.9794031862657,12,0,2000,278.3203125,1721.6796875,12.4705645971501,1.79002702574613,21537.0141996954,-0.470564597150085,12,1,12,0,0.175905295659712,114,19,278.3203125,-17.5111965678601,295.83150906786,278.3203125,1,1,3,3,114,0,0,114,0.175905295659712,114,0
0.063,320.632062632657,5.22595014044935,0.261297507022468,1.67882555412017,33.5765110824033,12,0,2000,307.6171875,1692.3828125,12.425446518797,1.92665377277142,22830.3243330795,-0.425446518796972,12,1,12,0,0.208186210916458,135,21,307.6171875,-13.0148751326574,320.632062632657,307.6171875,1,0,2,2,135,0,0,135,0.208186210916458,135,0
0.064,345.095901063273,5.16102626149257,0.258051313074629,1.80691791260722,36.1383582521443,12,0,2000,336.9140625,1663.0859375,12.3787457531345,2.06169783248739,23908.0827775663,-0.378745753134549,12,1,12,0,0.243046564230341,158,23,336.9140625,-8.18183856327329,345.095901063273,336.9140625,1,1,3,3,158,0,0,158,0.243046564230341,158,0
0.065,369.227545514267,5.09697774468982,0.254848887234491,1.93327090748435,38.665418149687,12,0,2000,351.5625,1648.4375,12.4213663665982,2.19519085864024,22364.8085646385,-0.421366366598196,12,1,12,0,0.28045133170135,182,24,351.5625,-17.6650455142668,369.227545514267,351.5625,1,1,3,3,182,0,0,182,0.28045133170135,182,0
0.066,393.031488063636,5.03379666720502,0.251689833360251,2.05790805921697,41.1581611843394,12,0,2000,380.859375,1619.140625,12.3710196306652,2.32658894808563,23520.1529705321,-0.371019630665185,12,1,12,0,0.32036596163394,208,26,380.859375,-12.1721130636357,393.031488063636,380.859375,0,0,0,0,208,0,0,208,0.32036596163394,208,0
0.067,416.512171828084,4.97147272617703,0.248573636308852,2.18085263190973,43.6170526381946,12,0,2000,410.15625,1589.84375,12.3191947805745,2.4565089233733,24482.9399754434,-0.319194780574458,12,1,12,0,0.362756370275327,236,28,410.15625,-6.35592182808392,416.512171828084,410.15625,0,0,0,0,236,0,0,236,0.362756370275327,236,0
0.068,439.673984072332,4.90999483184437,0.245499741592218,2.30212759722699,46.0425519445398,12,0,2000,424.8046875,1575.1953125,12.3567937912984,2.58498034678641,22843.8562295362,-0.356793791298372,12,1,12,0,0.407588936262087,265,29,424.8046875,-14.8692965723321,439.673984072332,424.8046875,0,1,1,1,265,0,0,265,0.407588936262087,265,0
0.069,462.521254152594,4.84935169974211,0.242467584987105,2.42175562362488,48.4351124724975,12,0,2000,454.1015625,1545.8984375,12.3015258846804,2.71145726554686,23919.3593579468,-0.301525884680419,12,1,12,0,0.454830494639375,296,31,454.1015625,-8.41969165259383,462.521254152594,454.1015625,0,0,0,0,296,0,0,296,0.454830494639375,296,0
0.07,485.058253254209,4.78953207000028,0.239476603500014,2.53975907497753,50.7951814995506,12,0,2000,468.75,1531.25,12.3357507000077,2.83655449356329,22374.2057149557,-0.335750700007653,12,1,12,0,0.50444833077403,328,32,468.75,-16.3082532542087,485.058253254209,468.75,0,0,0,0,328,0,0,328,0.50444833077403,328,0
0.071,507.289194790862,4.73052478772891,0.236526239386446,2.65616001266742,53.1232002533484,12,0,2000,498.046875,1501.953125,12.277176081901,2.95972470083499,23527.9839291297,-0.277176081900951,12,1,12,0,0.556410174280544,362,34,498.046875,-9.24231979086153,507.289194790862,498.046875,1,1,3,3,362,0,0,362,0.556410174280544,362,0
0.072,529.218235043555,4.67231883166615,0.233615941583308,2.77098019893098,55.4196039786196,12,0,2000,527.34375,1472.65625,12.21728790728,3.08158135159245,24489.4657742748,-0.217287907280012,12,1,12,0,0.610684193003524,398,36,527.34375,-1.87448504355461,529.218235043555,527.34375,1,1,3,3,398,0,0,398,0.610684193003524,398,0
0.073,550.849473882243,4.61490332356801,0.230745166178401,2.88424110063709,57.6848220127419,12,0,2000,527.34375,1472.65625,12.3378572726535,3.20215071696596,20407.888145229,-0.337857272653515,12,1,12,0,0.667238987072172,434,36,527.34375,-23.5057238822428,550.849473882243,527.34375,1,1,3,3,434,0,0,434,0.667238987072172,434,0
0.074,572.186955511702,4.55826753044078,0.227913376522039,2.99596389319246,59.9192778638491,12,0,2000,571.2890625,1428.7109375,12.1833980126519,3.32030869503199,24330.7922043575,-0.183398012651949,12,1,12,0,0.726043583031903,473,39,571.2890625,-0.897893011702422,572.186955511702,571.2890625,0,1,1,1,473,0,0,473,0.726043583031903,473,0
0.075,593.234669219947,4.50240086412364,0.225120043206182,3.10616946446026,62.1233892892052,12,0,2000,585.9375,1414.0625,12.2100451899143,3.43782828498349,22717.0664202979,-0.210045189914251,12,1,12,0,0.78706742805432,513,40,585.9375,-7.29716921994657,593.234669219947,585.9375,0,1,1,1,513,0,0,513,0.78706742805432,513,0
0.076,613.996550121201,4.44729287990146,0.222364643995073,3.2148784186504,64.297568373008,12,0,2000,600.5859375,1399.4140625,12.2349168991931,3.55357240695156,21372.2949335816,-0.23491689919312,12,1,12,0,0.850280384225306,554,41,600.5859375,-13.4106126212006,613.996550121201,600.5859375,1,1,3,3,554,0,0,554,0.850280384225306,554,0
0.077,634.476479890552,4.39293327477246,0.219646663738623,3.32211108016612,66.4422216033223,12,0,2000,615.234375,1384.765625,12.2580486498482,3.66757657029587,20251.6520279847,-0.258048649848226,12,1,12,0,0.915652722910507,596,42,615.234375,-19.2421048905519,634.476479890552,615.234375,0,0,0,0,596,0,0,596,0.915652722910507,596,0
0.078,654.678287489278,4.33931188560429,0.216965594280214,3.42788749740177,68.5577499480354,12,0,2000,644.53125,1355.46875,12.1886028283628,3.77987557418888,21759.1891899872,-0.188602828362839,12,1,12,0,0.983155119197253,640,44,644.53125,-10.1470374892781,654.678287489278,644.53125,0,0,0,0,640,0,0,640,0.983155119197253,640,0
0.079,674.605749880563,4.28641868726447,0.214320934363223,3.53222744649035,70.644548929807,12,0,2000,673.828125,1326.171875,12.1180608744308,3.89107844563523,23015.4701583227,-0.118060874430789,12,1,12,0,1.05275864641194,686,46,673.828125,-0.77762488056328,674.605749880563,673.828125,1,1,3,3,686,0,0,686,1.05275864641194,686,0
0.08,694.262592735595,4.2342437907575,0.211712189537875,3.63515043500058,72.7030087000115,12,0,2000,688.4765625,1311.5234375,12.1373171233902,4.00120710728384,21620.9647152689,-0.137317123390201,12,1,12,0,1.12443477071188,733,47,688.4765625,-5.78603023559458,694.262592735595,688.4765625,0,1,1,0,733,1,0,733,1.12443477071188,733,0
0.081,713.652491130093,4.18277744138025,0.209138872069013,3.73667570558392,74.7335141116785,12,0,2000,703.125,1296.875,12.1549457229322,4.10970811951508,20458.8768460574,-0.15494572293224,12,1,12,0,1.19815534575053,781,48,703.125,-10.5274911300929,713.652491130093,703.125,0,1,1,1,781,0,0,781,1.19815534575053,781,0
0.082,732.779070231411,4.13201001689981,0.206600500844991,3.83682223957226,76.7364447914453,12,0,2000,717.7734375,1282.2265625,12.1709792260453,4.21661403531729,19490.4702883812,-0.170979226045251,12,1,12,0,1.27389260741522,830,49,717.7734375,-15.0056327314106,732.779070231411,717.7734375,1,1,3,3,830,0,0,830,1.27389260741522,830,0
0.083,751.645905976294,4.08193202575504,0.204096601287752,3.93560876052661,78.7121752105323,12,0,2000,747.0703125,1252.9296875,12.0945771219686,4.32195675661905,21124.871073651,-0.094577121968614,12,1,12,0,1.35161916863636,881,51,747.0703125,-4.57559347629365,751.645905976294,747.0703125,0,1,1,1,881,0,0,881,1.35161916863636,881,0
0.084,770.25652573944,4.03253410528228,0.201626705264114,4.0330537377377,80.6610747547541,12,0,2000,761.71875,1238.28125,12.1080904237863,4.42634247112597,20045.4654780425,-0.108090423786336,12,1,12,0,1.43130801426707,933,52,761.71875,-8.53777573944012,770.25652573944,761.71875,0,1,1,1,933,0,0,933,1.43130801426707,933,0
0.085,788.614408992988,3.98380701996496,0.199190350998248,4.12917538967904,82.5835077935809,12,0,2000,776.3671875,1223.6328125,12.1200909351295,4.52921539515835,19145.9608150354,-0.120090935129515,12,1,12,0,1.51293249603239,986,53,776.3671875,-12.2472214929878,788.614408992988,776.3671875,1,1,3,3,986,0,0,986,1.51293249603239,986,0
0.086,806.722987957043,3.93574165970691,0.196787082985345,4.22399168741309,84.4798337482618,12,0,2000,791.015625,1208.984375,12.1306089118076,4.63060578452568,18396.3735958628,-0.130608911807643,12,1,12,0,1.59646632754709,1040,54,791.015625,-15.7073629570432,806.722987957043,791.015625,0,0,0,0,1040,0,0,1040,1.59646632754709,1040,0
0.087,824.585648241364,3.88832903812917,0.194416451906458,4.31752035795108,86.3504071590216,12,0,2000,820.3125,1179.6875,12.0488015918248,4.73054328992126,20213.1238298857,-0.0488015918248212,12,1,12,0,1.6818835794011,1096,56,820.3125,-4.27314824136408,824.585648241364,820.3125,0,0,0,0,1096,0,0,1096,1.6818835794011,1096,0
0.088,842.205729478351,3.8415602908899,0.192078014544495,4.40977888756737,88.1955777513473,12,0,2000,834.9609375,1165.0390625,12.0570177820545,4.82963189284012,19285.6761082381,-0.0570177820544817,12,1,12,0,1.76915867431175,1153,57,834.9609375,-7.24479197835069,842.205729478351,834.9609375,0,1,1,1,1153,0,0,1153,1.76915867431175,1153,0
0.089,859.586525947429,3.79542667402706,0.189771333701353,4.50078452506869,90.0156905013738,12,0,2000,849.609375,1150.390625,12.0638271240414,4.9273136475162,18512.8030068651,-0.0638271240413602,12,1,12,0,1.85826638234175,1211,58,849.609375,-9.97715094742864,859.586525947429,849.609375,1,0,2,2,1211,0,0,1211,1.85826638234175,1211,0
0.09,876.731287190945,3.7499195623236,0.18749597811618,4.59055428501899,91.8110857003798,12,0,2000,864.2578125,1135.7421875,12.0692577547503,5.02361669091435,17868.7420890542,-0.0692577547503159,12,1,12,0,1.94918181618217,1270,59,864.2578125,-12.4734746909447,876.731287190945,864.2578125,1,1,3,3,1270,0,0,1270,1.94918181618217,1270,0
0.091,893.643218621712,3.70503044769494,0.185251522384747,4.67910495092051,93.5820990184102,11.9824648357177,0,2000,893.5546875,1106.4453125,11.9824648357177,5.11856859726014,19773.4309075452,0,11.9824648357177,0.998538736309809,11.9824648357177,0,2.0418804264995,1331,61,893.5546875,-0.0885311217115259,893.643218621712,893.5546875,1,0,2,2,1331,0,0,1331,2.0418804264995,1331,0
0.092,910.310102329717,3.65522011672957,0.182761005836479,4.76637254994602,95.3274509989204,12,0,2000,893.5546875,1106.4453125,12.0763168482821,5.21242060982456,16477.859089621,-0.0763168482821222,12,1,12,0,2.13633741864038,1392,61,893.5546875,-16.7554148297174,910.310102329717,893.5546875,0,0,0,0,1392,0,0,1392,2.13633741864038,1392,0
0.093,926.749253836913,3.61508170416131,0.180754085208065,4.85244774595645,97.048954919129,11.9868976985025,0,2000,922.8515625,1077.1484375,11.9868976985025,5.30474628542334,18614.3617413508,0,11.9868976985025,0.998908141541875,11.9868976985025,0,2.23252743983117,1455,63,922.8515625,-3.89769133691323,926.749253836913,922.8515625,1,0,2,2,1455,0,0,1455,2.23252743983117,1455,0
0.094,942.964189220253,3.56918191466743,0.178459095733371,4.93734894908767,98.7469789817534,11.9873922495013,0,2000,937.5,1062.5,11.9873922495013,5.39611324911138,17953.3743677924,0,11.9873922495013,0.998949354125112,11.9873922495013,0,2.33042745884956,1519,64,937.5,-5.46418922025282,942.964189220253,937.5,1,0,2,2,1519,0,0,1519,2.33042745884956,1519,0
0.095,958.950744461876,3.52584033726774,0.176292016863387,5.02105435659315,100.421087131863,11.986644276062,0,2000,952.1484375,1047.8515625,11.986644276062,5.48623768836124,17402.5515564936,0,11.986644276062,0.998887023005167,11.986644276062,0,2.43001343669886,1584,65,952.1484375,-6.80230696187596,958.950744461876,952.1484375,0,0,0,0,1584,0,0,1584,2.43001343669886,1584,0
0.096,974.71680724529,3.48341647778357,0.174170823889178,5.10360526828717,102.072105365743,11.9846537781845,0,2000,966.796875,1033.203125,11.9846537781845,5.57511960317291,16943.532547078,0,11.9846537781845,0.998721148182039,11.9846537781845,0,2.53126193780088,1650,66,966.796875,-7.91993224529006,974.71680724529,966.796875,1,1,3,3,1650,0,0,1650,2.53126193780088,1650,0
0.097,990.265282912741,3.44129922369043,0.172064961184521,5.18501689650614,103.700337930123,11.9814207558688,0,2000,981.4453125,1018.5546875,11.9814207558688,5.66275899354639,16561.0167058984,0,11.9814207558688,0.998451729655729,11.9814207558688,0,2.63415004944632,1717,67,981.4453125,-8.81997041274121,990.265282912741,981.4453125,0,1,1,1,1717,0,0,1717,2.63415004944632,1717,0
0.098,1005.59722098221,3.39926097937357,0.169963048968679,5.26529473651335,105.305894730267,11.9769452091148,0,2000,996.09375,1003.90625,11.9769452091148,5.74915585948169,16242.2535049153,0,11.9769452091148,0.998078767426237,11.9769452091148,0,2.73865505025977,1785,68,996.09375,-9.50347098220641,1005.59722098221,996.09375,0,1,1,1,1785,0,0,1785,2.73865505025977,1785,0
0.099,1020.71297999189,3.35721703544432,0.167860851772216,5.34444066561046,106.888813312209,11.9712271379228,0,2000,1010.7421875,989.2578125,11.9712271379228,5.83431020097879,15976.6175040961,0,11.9712271379228,0.997602261493563,11.9712271379228,0,2.84475428672653,1854,69,1010.7421875,-9.97079249189187,1020.71297999189,1010.7421875,1,1,3,3,1854,0,0,1854,2.84475428672653,1854,0
0.1,1035.61266148186,3.31513591665735,0.165756795832867,5.42245521545998,108.4491043092,11.9642665422925,0,2000,1025.390625,974.609375,11.9642665422925,5.91822201803771,15755.2541700801,0,11.9642665422925,0.997022211857706,11.9642665422925,0,2.95242512723643,1924,70,1025.390625,-10.2220364818609,1035.61266148186,1025.390625,0,0,0,0,1924,0,0,1924,2.95242512723643,1924,0
0.101,1050.29627167715,3.27300598012905,0.163650299006453,5.49933841865615,109.986768373123,11.956063422224,0,2000,1040.0390625,959.9609375,11.956063422224,6.00089131065845,15570.7847250667,0,11.956063422224,0.996338618518668,11.956063422224,0,3.06164494500784,1995,71,1040.0390625,-10.2572091771522,1050.29627167715,1040.0390625,1,0,2,2,1995,0,0,1995,3.06164494500784,1995,0
0.102,1064.76378172037,3.23082297080638,0.161541148540319,5.57509012410199,111.50180248204,11.8557453650282,0,2000,1069.3359375,930.6640625,11.8557453650282,6.08231807884099,17858.4664375556,0,11.8557453650282,0.987978780419013,11.8557453650282,0,3.17239111177084,2068,73,1069.3359375,4.57215577963234,1064.76378172037,1069.3359375,0,0,0,0,2068,0,0,2068,3.17239111177084,2068,0
0.103,1078.93544746837,3.15992303383615,0.157996151691807,5.64929279244042,112.985855848808,11.9346870843343,0,2000,1069.3359375,930.6640625,11.9346870843343,6.16125979814716,14882.0553646297,0,11.9346870843343,0.994557257027861,11.9346870843343,0,3.28463799643555,2141,73,1069.3359375,-9.59950996837165,1078.93544746837,1069.3359375,0,1,1,1,2141,0,0,2141,3.28463799643555,2141,0
0.104,1092.88370419777,3.13558262756662,0.156779131378331,5.72232569389284,114.446513877857,11.9227563909513,0,2000,1083.984375,916.015625,11.9227563909513,6.24020151745333,14843.1190538581,0,11.9227563909513,0.993563032579275,11.9227563909513,0,3.39835532570739,2215,74,1083.984375,-8.89932919776629,1092.88370419777,1083.984375,1,0,2,2,2215,0,0,2215,3.39835532570739,2215,0
