time_s,duty_ideal,duty_quantized,voltage_quantized_V
0.785,0.471240045949946,0.471306471306471,5.65567765567766
0.786,0.471240028874069,0.471306471306471,5.65567765567766
0.787,0.471240012050944,0.471306471306471,5.65567765567766
0.788,0.471239995476849,0.471306471306471,5.65567765567766
0.789,0.471239979148114,0.471306471306471,5.65567765567766
0.79,0.471239963061124,0.471306471306471,5.65567765567766
0.791,0.471239947212317,0.471306471306471,5.65567765567766
0.792,0.471239931598182,0.471306471306471,5.65567765567766
0.793,0.471239916215262,0.471306471306471,5.65567765567766
0.794,0.471239901060148,0.471306471306471,5.65567765567766
0.795,0.471239886129484,0.471306471306471,5.65567765567766
0.796,0.47123987141996,0.471306471306471,5.65567765567766
0.797,0.471239856928317,0.471306471306471,5.65567765567766
0.798,0.471239842651342,0.471306471306471,5.65567765567766
0.799,0.471239828585871,0.471306471306471,5.65567765567766
0.8,0.471239814728785,0.471306471306471,5.65567765567766
0.801,0.471239801077012,0.471306471306471,5.65567765567766
0.802,0.471239787627524,0.471306471306471,5.65567765567766
0.803,0.471239774377337,0.471306471306471,5.65567765567766
0.804,0.471239761323513,0.471306471306471,5.65567765567766
0.805,0.471239748463156,0.471306471306471,5.65567765567766
0.806,0.471239735793411,0.471306471306471,5.65567765567766
0.807,0.471239723311467,0.471306471306471,5.65567765567766
0.808,0.471239711014553,0.471306471306471,5.65567765567766
0.809,0.47123969889994,0.471306471306471,5.65567765567766
0.81,0.471239686964938,0.471306471306471,5.65567765567766
0.811,0.471239675206897,0.471306471306471,5.65567765567766
0.812,0.471239663623205,0.471306471306471,5.65567765567766
0.813,0.47123965221129,0.471306471306471,5.65567765567766
0.814,0.471239640968617,0.471306471306471,5.65567765567766
0.815,0.471239629892686,0.471306471306471,5.65567765567766
0.816,0.471239618981039,0.471306471306471,5.65567765567766
0.817,0.471239608231248,0.471306471306471,5.65567765567766
0.818,0.471239597640926,0.471306471306471,5.65567765567766
0.819,0.471239587207717,0.471306471306471,5.65567765567766
0.82,0.471239576929303,0.471306471306471,5.65567765567766
0.821,0.471239566803397,0.471306471306471,5.65567765567766
0.822,0.471239556827748,0.471306471306471,5.65567765567766
0.823,0.471239547000136,0.471306471306471,5.65567765567766
0.824,0.471239537318376,0.471306471306471,5.65567765567766
0.825,0.471239527780313,0.471306471306471,5.65567765567766
0.826,0.471239518383824,0.471306471306471,5.65567765567766
0.827,0.47123950912682,0.471306471306471,5.65567765567766
0.828,0.471239500007238,0.471306471306471,5.65567765567766
0.829,0.47123949102305,0.471306471306471,5.65567765567766
0.83,0.471239482172254,0.471306471306471,5.65567765567766
0.831,0.471239473452879,0.471306471306471,5.65567765567766
0.832,0.471239464862984,0.471306471306471,5.65567765567766
0.833,0.471239456400656,0.471306471306471,5.65567765567766
0.834,0.471239448064008,0.471306471306471,5.65567765567766
0.835,0.471239439851184,0.471306471306471,5.65567765567766
0.836,0.471239431760354,0.471306471306471,5.65567765567766
0.837,0.471239423789713,0.471306471306471,5.65567765567766
0.838,0.471239415937486,0.471306471306471,5.65567765567766
0.839,0.471239408201922,0.471306471306471,5.65567765567766
0.84,0.471239400581296,0.471306471306471,5.65567765567766
0.841,0.471239393073908,0.471306471306471,5.65567765567766
0.842,0.471239385678085,0.471306471306471,5.65567765567766
0.843,0.471239378392176,0.471306471306471,5.65567765567766
0.844,0.471239371214556,0.471306471306471,5.65567765567766
0.845,0.471239364143623,0.471306471306471,5.65567765567766
0.846,0.4712393571778,0.471306471306471,5.65567765567766
0.847,0.471239350315531,0.471306471306471,5.65567765567766
0.848,0.471239343555285,0.471306471306471,5.65567765567766
0.849,0.471239336895552,0.471306471306471,5.65567765567766
0.85,0.471239330334846,0.471306471306471,5.65567765567766
0.851,0.471239323871701,0.471306471306471,5.65567765567766
0.852,0.471239317504673,0.471306471306471,5.65567765567766
0.853,0.471239311232341,0.471306471306471,5.65567765567766
0.854,0.471239305053302,0.471306471306471,5.65567765567766
0.855,0.471239298966176,0.471306471306471,5.65567765567766
0.856,0.471239292969603,0.471306471306471,5.65567765567766
0.857,0.471239287062242,0.471306471306471,5.65567765567766
0.858,0.471239281242773,0.471306471306471,5.65567765567766
0.859,0.471239275509894,0.471306471306471,5.65567765567766
0.86,0.471239269862323,0.471306471306471,5.65567765567766
0.861,0.471239264298798,0.471306471306471,5.65567765567766
0.862,0.471239258818074,0.471306471306471,5.65567765567766
0.863,0.471239253418924,0.471306471306471,5.65567765567766
0.864,0.471239248100141,0.471306471306471,5.65567765567766
0.865,0.471239242860534,0.471306471306471,5.65567765567766
0.866,0.471239237698931,0.471306471306471,5.65567765567766
0.867,0.471239232614176,0.471306471306471,5.65567765567766
0.868,0.471239227605131,0.471306471306471,5.65567765567766
0.869,0.471239222670674,0.471306471306471,5.65567765567766
0.87,0.471239217809699,0.471306471306471,5.65567765567766
0.871,0.471239213021119,0.471306471306471,5.65567765567766
0.872,0.471239208303861,0.471306471306471,5.65567765567766
0.873,0.471239203656867,0.471306471306471,5.65567765567766
0.874,0.471239199079096,0.471306471306471,5.65567765567766
0.875,0.471239194569523,0.471306471306471,5.65567765567766
0.876,0.471239190127136,0.471306471306471,5.65567765567766
0.877,0.47123918575094,0.471306471306471,5.65567765567766
0.878,0.471239181439953,0.471306471306471,5.65567765567766
0.879,0.471239177193208,0.471306471306471,5.65567765567766
0.88,0.471239173009754,0.471306471306471,5.65567765567766
0.881,0.471239168888651,0.471306471306471,5.65567765567766
0.882,0.471239164828975,0.471306471306471,5.65567765567766
0.883,0.471239160829815,0.471306471306471,5.65567765567766
0.884,0.471239156890274,0.471306471306471,5.65567765567766
0.885,0.471239153009468,0.471306471306471,5.65567765567766
0.886,0.471239149186524,0.471306471306471,5.65567765567766
0.887,0.471239145420586,0.471306471306471,5.65567765567766
0.888,0.471239141710806,0.471306471306471,5.65567765567766
0.889,0.471239138056353,0.471306471306471,5.65567765567766
0.89,0.471239134456404,0.471306471306471,5.65567765567766
0.891,0.471239130910152,0.471306471306471,5.65567765567766
0.892,0.4712391274168,0.471306471306471,5.65567765567766
0.893,0.471239123975562,0.471306471306471,5.65567765567766
0.894,0.471239120585665,0.471306471306471,5.65567765567766
0.895,0.471239117246347,0.471306471306471,5.65567765567766
0.896,0.471239113956857,0.471306471306471,5.65567765567766
0.897,0.471239110716456,0.471306471306471,5.65567765567766
0.898,0.471239107524414,0.471306471306471,5.65567765567766
0.899,0.471239104380015,0.471306471306471,5.65567765567766
0.9,0.471239101282549,0.471306471306471,5.65567765567766
0.901,0.471239098231321,0.471306471306471,5.65567765567766
0.902,0.471239095225644,0.471306471306471,5.65567765567766
0.903,0.471239092264842,0.471306471306471,5.65567765567766
0.904,0.471239089348247,0.471306471306471,5.65567765567766
0.905,0.471239086475204,0.471306471306471,5.65567765567766
0.906,0.471239083645065,0.471306471306471,5.65567765567766
0.907,0.471239080857192,0.471306471306471,5.65567765567766
0.908,0.471239078110959,0.471306471306471,5.65567765567766
0.909,0.471239075405746,0.471306471306471,5.65567765567766
0.91,0.471239072740944,0.471306471306471,5.65567765567766
0.911,0.471239070115952,0.471306471306471,5.65567765567766
0.912,0.471239067530179,0.471306471306471,5.65567765567766
0.913,0.471239064983042,0.471306471306471,5.65567765567766
0.914,0.471239062473966,0.471306471306471,5.65567765567766
0.915,0.471239060002386,0.471306471306471,5.65567765567766
0.916,0.471239057567745,0.471306471306471,5.65567765567766
0.917,0.471239055169492,0.471306471306471,5.65567765567766
0.918,0.471239052807088,0.471306471306471,5.65567765567766
0.919,0.471239050479999,0.471306471306471,5.65567765567766
0.92,0.471239048187701,0.471306471306471,5.65567765567766
0.921,0.471239045929675,0.471306471306471,5.65567765567766
0.922,0.471239043705412,0.471306471306471,5.65567765567766
0.923,0.471239041514409,0.471306471306471,5.65567765567766
0.924,0.471239039356173,0.471306471306471,5.65567765567766
0.925,0.471239037230216,0.471306471306471,5.65567765567766
0.926,0.471239035136057,0.471306471306471,5.65567765567766
0.927,0.471239033073224,0.471306471306471,5.65567765567766
0.928,0.471239031041249,0.471306471306471,5.65567765567766
0.929,0.471239029039675,0.471306471306471,5.65567765567766
0.93,0.471239027068049,0.471306471306471,5.65567765567766
0.931,0.471239025125925,0.471306471306471,5.65567765567766
0.932,0.471239023212864,0.471306471306471,5.65567765567766
0.933,0.471239021328433,0.471306471306471,5.65567765567766
0.934,0.471239019472207,0.471306471306471,5.65567765567766
0.935,0.471239017643764,0.471306471306471,5.65567765567766
0.936,0.471239015842693,0.471306471306471,5.65567765567766
0.937,0.471239014068584,0.471306471306471,5.65567765567766
0.938,0.471239012321038,0.471306471306471,5.65567765567766
0.939,0.471239010599658,0.471306471306471,5.65567765567766
0.94,0.471239008904054,0.471306471306471,5.65567765567766
0.941,0.471239007233842,0.471306471306471,5.65567765567766
0.942,0.471239005588646,0.471306471306471,5.65567765567766
0.943,0.47123900396809,0.471306471306471,5.65567765567766
0.944,0.47123900237181,0.471306471306471,5.65567765567766
0.945,0.471239000799443,0.471306471306471,5.65567765567766
0.946,0.471238999250632,0.471306471306471,5.65567765567766
0.947,0.471238997725027,0.471306471306471,5.65567765567766
0.948,0.471238996222282,0.471306471306471,5.65567765567766
0.949,0.471238994742057,0.471306471306471,5.65567765567766
0.95,0.471238993284015,0.471306471306471,5.65567765567766
0.951,0.471238991847826,0.471306471306471,5.65567765567766
0.952,0.471238990433164,0.471306471306471,5.65567765567766
0.953,0.471238989039709,0.471306471306471,5.65567765567766
0.954,0.471238987667144,0.471306471306471,5.65567765567766
0.955,0.471238986315158,0.471306471306471,5.65567765567766
0.956,0.471238984983444,0.471306471306471,5.65567765567766
0.957,0.471238983671699,0.471306471306471,5.65567765567766
0.958,0.471238982379626,0.471306471306471,5.65567765567766
0.959,0.471238981106932,0.471306471306471,5.65567765567766
0.96,0.471238979853327,0.471306471306471,5.65567765567766
0.961,0.471238978618526,0.471306471306471,5.65567765567766
0.962,0.47123897740225,0.471306471306471,5.65567765567766
0.963,0.471238976204222,0.471306471306471,5.65567765567766
0.964,0.471238975024169,0.471306471306471,5.65567765567766
0.965,0.471238973861823,0.471306471306471,5.65567765567766
0.966,0.471238972716921,0.471306471306471,5.65567765567766
0.967,0.471238971589201,0.471306471306471,5.65567765567766
0.968,0.471238970478408,0.471306471306471,5.65567765567766
0.969,0.471238969384288,0.471306471306471,5.65567765567766
0.97,0.471238968306594,0.471306471306471,5.65567765567766
0.971,0.471238967245079,0.471306471306471,5.65567765567766
0.972,0.471238966199501,0.471306471306471,5.65567765567766
0.973,0.471238965169624,0.471306471306471,5.65567765567766
0.974,0.471238964155213,0.471306471306471,5.65567765567766
0.975,0.471238963156037,0.471306471306471,5.65567765567766
0.976,0.471238962171867,0.471306471306471,5.65567765567766
0.977,0.471238961202481,0.471306471306471,5.65567765567766
0.978,0.471238960247657,0.471306471306471,5.65567765567766
0.979,0.471238959307178,0.471306471306471,5.65567765567766
0.98,0.471238958380829,0.471306471306471,5.65567765567766
0.981,0.4712389574684,0.471306471306471,5.65567765567766
0.982,0.471238956569682,0.471306471306471,5.65567765567766
0.983,0.47123895568447,0.471306471306471,5.65567765567766
0.984,0.471238954812564,0.471306471306471,5.65567765567766
0.985,0.471238953953763,0.471306471306471,5.65567765567766
0.986,0.471238953107872,0.471306471306471,5.65567765567766
0.987,0.471238952274698,0.471306471306471,5.65567765567766
0.988,0.471238951454051,0.471306471306471,5.65567765567766
